COM;NCC;POP
01243;Messimy-sur-Sa�ne;1 218
01244;Meximieux;7 424
01245;Bohas-Meyriat-Rignat;874
01246;M�z�riat;2 140
01247;Mijoux;360
01248;Mionnay;2 121
01249;Miribel;9 277
01250;Mis�rieux;1 842
01252;Mogneneins;765
01254;Montagnat;1 803
01255;Montagnieu;561
01257;Montanges;338
01258;Montceaux;1 226
01259;Montcet;659
01260;Le Montellier;256
01261;Monthieux;669
01262;Montluel;7 074
01263;Montmerle-sur-Sa�ne;3 828
01264;Montracol;999
01265;Montr�al-la-Cluse;3 410
01266;Montrevel-en-Bresse;2 441
01267;Nurieux-Volognat;1 025
01268;Murs-et-G�lignieux;250
01269;Nantua;3 524
01271;Nattages;569
01272;Neuville-les-Dames;1 492
01273;Neuville-sur-Ain;1 610
01274;Les Neyrolles;636
01275;Neyron;2 497
01276;Ni�vroz;1 524
01277;Nivollet-Montgriffon;119
01279;Oncieu;97
01280;Ordonnaz;154
01281;Ornex;4 276
01282;Outriaz;256
01283;Oyonnax;22 258
01284;Ozan;649
01285;Parcieux;1 129
01286;Parves;370
01288;P�ron;2 437
01289;P�ronnas;6 109
01290;P�rouges;1 206
01291;Perrex;789
01292;Le Petit-Abergement;135
01293;Peyriat;176
01294;Peyrieu;828
01295;Peyzieux-sur-Sa�ne;629
01296;Pirajoux;400
01297;Pizay;759
01298;Plagne;128
01299;Le Plantay;527
01300;Le Poizat;450
01301;Polliat;2 424
01302;Pollieu;157
01303;Poncin;1 686
01304;Pont-d'Ain;2 734
01305;Pont-de-Vaux;2 276
01306;Pont-de-Veyle;1 611
01307;Port;848
01308;Pougny;815
01309;Pouillat;93
01310;Pr�meyzel;222
01311;Pr�millieu;45
01312;Pressiat;237
01313;Pr�vessin-Mo�ns;7 560
01314;Priay;1 600
01316;Pugieu;169
01317;Ramasse;288
01318;Ranc�;685
01319;Relevant;471
01320;Replonges;3 651
01321;Revonnas;912
01322;Reyrieux;4 420
01323;Reyssouze;979
01325;Rignieux-le-Franc;964
01328;Romans;602
01329;Rossillon;143
01330;Ruffieu;193
01331;Saint-Alban;168
01332;Saint-Andr�-de-B�g�;700
01333;Saint-Andr�-de-Corcy;2 926
01334;Saint-Andr�-d'Huiriat;547
01335;Saint-Andr�-le-Bouchoux;354
01336;Saint-Andr�-sur-Vieux-Jonc;1 121
01337;Saint-B�nigne;1 226
01338;Saint-Beno�t;819
01339;Saint-Bernard;1 406
01340;Saint-Bois;136
01341;Saint-Champ;156
01342;Sainte-Croix;536
01343;Saint-Cyr-sur-Menthon;1 719
01344;Saint-Denis-l�s-Bourg;5 505
01345;Saint-Denis-en-Bugey;2 216
01346;Saint-Didier-d'Aussiat;893
01347;Saint-Didier-de-Formans;1 818
01348;Saint-Didier-sur-Chalaronne;2 783
01349;Saint-�loi;444
01350;Saint-�tienne-du-Bois;2 522
01351;Saint-�tienne-sur-Chalaronne;1 501
01352;Saint-�tienne-sur-Reyssouze;555
01353;Sainte-Euph�mie;1 630
01354;Saint-Genis-Pouilly;9 635
01355;Saint-Genis-sur-Menthon;466
01356;Saint-Georges-sur-Renon;214
01357;Saint-Germain-de-Joux;473
01358;Saint-Germain-les-Paroisses;408
01359;Saint-Germain-sur-Renon;230
01360;Saint-Jean-de-Gonville;1 547
01361;Saint-Jean-de-Niost;1 427
01362;Saint-Jean-de-Thurigneux;789
01363;Saint-Jean-le-Vieux;1 645
01364;Saint-Jean-sur-Reyssouze;733
01365;Saint-Jean-sur-Veyle;1 076
01366;Sainte-Julie;957
01367;Saint-Julien-sur-Reyssouze;747
01368;Saint-Julien-sur-Veyle;752
01369;Saint-Just;894
01370;Saint-Laurent-sur-Sa�ne;1 781
01371;Saint-Marcel;1 324
01372;Saint-Martin-de-Bavel;427
01373;Saint-Martin-du-Fr�ne;1 101
01374;Saint-Martin-du-Mont;1 717
01375;Saint-Martin-le-Ch�tel;800
01376;Saint-Maurice-de-Beynost;3 903
01378;Saint-Maurice-de-Gourdans;2 469
01379;Saint-Maurice-de-R�mens;734
01380;Saint-Nizier-le-Bouchoux;688
01381;Saint-Nizier-le-D�sert;894
01382;Sainte-Olive;294
01383;Saint-Paul-de-Varax;1 475
01384;Saint-Rambert-en-Bugey;2 240
01385;Saint-R�my;976
01386;Saint-Sorlin-en-Bugey;1 089
01387;Saint-Sulpice;194
01388;Saint-Trivier-de-Courtes;1 091
01389;Saint-Trivier-sur-Moignans;1 826
01390;Saint-Vulbas;1 068
01391;Salavre;290
01392;Samognat;677
01393;Sandrans;508
01396;Sault-Br�naz;1 036
01397;Sauverny;1 059
01398;Savigneux;1 236
01399;S�gny;1 873
01400;Seillonnaz;141
01401;Sergy;2 028
01402;Sermoyer;675
01403;Serri�res-de-Briord;1 294
01404;Serri�res-sur-Ain;125
01405;Servas;1 199
01406;Servignat;169
01407;Seyssel;965
01408;Simandre-sur-Suran;694
01409;Songieu;129
01410;Sonthonnax-la-Montagne;320
01411;Souclin;264
01412;Sulignat;557
01413;Surjoux;74
01414;Sutrieu;223
01415;Talissieu;436
01416;Tenay;1 067
01417;Th�zillieu;307
01418;Thil;1 021
01419;Thoiry;6 006
01420;Thoissey;1 630
01421;Torcieu;719
01422;Tossiat;1 353
01423;Toussieux;810
01424;Tramoyes;1 657
01425;La Trancli�re;298
01426;Treffort-Cuisiat;2 287
01427;Tr�voux;6 708
01428;Valeins;119
01429;Vandeins;671
01430;Varambon;527
01431;Vaux-en-Bugey;1 215
01432;Verjon;259
01433;Vernoux;322
01434;Versailleux;375
01435;Versonnex;2 157
01436;Vesancy;527
01437;Vescours;234
01439;V�sines;99
01441;Vieu-d'Izenave;680
01442;Vieu;374
01443;Villars-les-Dombes;4 449
01444;Villebois;1 160
01445;Villemotier;654
01446;Villeneuve;1 421
01447;Villereversure;1 214
01448;Villes;351
01449;Villette-sur-Ain;681
01450;Villieu-Loyes-Mollon;3 350
01451;Viriat;6 258
01452;Virieu-le-Grand;1 108
01453;Virieu-le-Petit;307
01454;Virignin;997
01456;Vongnes;73
01457;Vonnas;2 919
02001;Abb�court;525
02002;Achery;620
02003;Acy;1 016
02004;Agnicourt-et-S�chelles;196
02005;Aguilcourt;395
02006;Aisonville-et-Bernoville;265
02007;Aizelles;115
02008;Aizy-Jouy;304
02009;Alaincourt;529
02010;Allemant;173
02011;Ambleny;1 132
02012;Ambrief;68
02013;Amifontaine;414
02014;Amigny-Rouy;742
02015;Ancienville;80
02016;Andelain;208
02017;Anguilcourt-le-Sart;304
02018;Anizy-le-Ch�teau;1 948
02019;Annois;385
02020;Any-Martin-Rieux;464
02021;Archon;83
02022;Arcy-Sainte-Restitue;408
02023;Armenti�res-sur-Ourcq;108
02024;Arrancy;54
02025;Artemps;362
02026;Artonges;196
02027;Assis-sur-Serre;249
02028;Athies-sous-Laon;2 616
02029;Attilly;375
02030;Aubencheul-aux-Bois;296
02031;Aubenton;664
02032;Aubigny-aux-Kaisnes;240
02033;Aubigny-en-Laonnois;108
02034;Audignicourt;103
02035;Audigny;283
02036;Augy;88
02037;Aulnois-sous-Laon;1 398
02038;Les Autels;74
02039;Autremencourt;177
02040;Autreppes;177
02041;Autreville;827
02042;Azy-sur-Marne;408
02043;Bagneux;71
02044;Bancigny;29
02046;Barenton-Bugny;556
02047;Barenton-Cel;130
02048;Barenton-sur-Serre;117
02049;Barisis-aux-Bois;739
02050;Barzy-en-Thi�rache;314
02051;Barzy-sur-Marne;385
02052;Bassoles-Aulers;143
02053;Baulne-en-Brie;259
02054;Bazoches-sur-Vesles;469
02055;Beaum�;99
02056;Beaumont-en-Beine;170
02057;Beaurevoir;1 469
02058;Beaurieux;803
02059;Beautor;2 692
02060;Beauvois-en-Vermandois;284
02061;Becquigny;285
02062;Belleau;141
02063;Bellenglise;382
02064;Belleu;3 861
02065;Bellicourt;634
02066;Benay;212
02067;Bergues-sur-Sambre;217
02068;Berlancourt;108
02069;Berlise;121
02070;Bernot;444
02071;Berny-Rivi�re;636
02072;Berrieux;188
02073;Berry-au-Bac;592
02074;Bertaucourt-Epourdon;615
02075;Berthenicourt;203
02076;Bertricourt;175
02077;Berzy-le-Sec;401
02078;Besm�;155
02079;Besmont;161
02080;Besny-et-Loizy;364
02081;B�thancourt-en-Vaux;490
02082;Beugneux;110
02083;Beuvardes;719
02084;B�zu-le-Gu�ry;262
02085;B�zu-Saint-Germain;1 012
02086;Bichancourt;1 068
02087;Bieuxy;30
02088;Bi�vres;67
02089;Billy-sur-Aisne;1 143
02090;Billy-sur-Ourcq;214
02091;Blanzy-l�s-Fismes;103
02093;Bl�rancourt;1 236
02094;Blesmes;408
02095;Bohain-en-Vermandois;5 750
02096;Bois-l�s-Pargny;193
02097;Boncourt;259
02098;Bonneil;383
02099;Bonnesvalyn;243
02100;Bony;136
02101;Bosmont-sur-Serre;203
02102;Bouconville-Vauclair;207
02103;Bou�;1 277
02104;Bouffignereux;103
02105;Bouresches;201
02106;Bourg-et-Comin;829
02107;Bourguignon-sous-Coucy;101
02108;Bourguignon-sous-Montbavin;147
02109;La Bouteille;496
02110;Braine;2 250
02111;Brancourt-en-Laonnois;706
02112;Brancourt-le-Grand;609
02114;Brasles;1 397
02115;Braye-en-Laonnois;223
02116;Braye-en-Thi�rache;132
02117;Bray-Saint-Christophe;72
02118;Braye;118
02119;Br�cy;345
02120;Brenelle;196
02121;Breny;257
02122;Brie;57
02123;Brissay-Choigny;295
02124;Brissy-Ham�gicourt;640
02125;Brumetz;219
02126;Brunehamel;516
02127;Bruy�res-sur-F�re;194
02128;Bruy�res-et-Montb�rault;1 558
02129;Bruys;20
02130;Bucilly;184
02131;Bucy-le-Long;1 911
02132;Bucy-l�s-Cerny;207
02133;Bucy-l�s-Pierrepont;424
02134;Buire;878
02135;Buironfosse;1 196
02136;Burelles;133
02137;Bussiares;125
02138;Buzancy;190
02139;Caillou�l-Cr�pigny;432
02140;Camelin;453
02141;La Capelle;1 827
02142;Castres;241
02143;Le Catelet;197
02144;Caulaincourt;139
02145;Caumont;569
02146;Celles-l�s-Cond�;83
02147;La Celle-sous-Montmirail;116
02148;Celles-sur-Aisne;260
02149;Cerizy;64
02150;Cerny-en-Laonnois;70
02151;Cerny-l�s-Bucy;110
02152;Cerseuil;91
02153;Cessi�res;474
02154;Chacrise;340
02155;Chaillevois;179
02156;Chalandry;242
02157;Chambry;768
02158;Chamouille;280
02159;Champs;286
02160;Chaourse;525
02161;La Chapelle-Monthodon;190
02162;La Chapelle-sur-Ch�zy;289
02163;Charly-sur-Marne;2 644
02164;Le Charmel;323
02165;Charmes;1 635
02166;Chart�ves;353
02167;Chassemy;848
02168;Ch�teau-Thierry;14 189
02169;Ch�tillon-l�s-Sons;89
02170;Ch�tillon-sur-Oise;125
02171;Chaudardes;88
02172;Chaudun;252
02173;Chauny;11 874
02174;Chavignon;797
02175;Chavigny;138
02176;Chavonne;200
02177;Ch�r�t;132
02178;Chermizy-Ailles;110
02179;Ch�ry-Chartreuve;354
02180;Ch�ry-l�s-Pouilly;689
02181;Ch�ry-l�s-Rozoy;105
02182;Chevennes;140
02183;Chevregny;196
02184;Chevresis-Monceau;368
02185;Ch�zy-en-Orxois;391
02186;Ch�zy-sur-Marne;1 305
02187;Chierry;1 049
02188;Chigny;140
02189;Chivres-en-Laonnois;381
02190;Chivres-Val;583
02191;Chivy-l�s-�touvelles;496
02192;Chouy;385
02193;Cierges;72
02194;Cilly;220
02195;Ciry-Salsogne;897
02196;Clacy-et-Thierret;331
02197;Clairfontaine;558
02198;Clamecy;222
02199;Clastres;632
02200;Clermont-les-Fermes;123
02201;Coeuvres-et-Valsery;467
02203;Coincy;1 316
02204;Coingt;72
02205;Colligis-Crandelain;201
02206;Colonfay;82
02207;Commenchon;208
02208;Concevreux;273
02209;Cond�-en-Brie;650
02210;Cond�-sur-Aisne;386
02211;Cond�-sur-Suippe;216
02212;Condren;707
02213;Connigis;317
02214;Contescourt;64
02215;Corbeny;750
02216;Corcy;318
02217;Coucy-le-Ch�teau-Auffrique;1 052
02218;Coucy-l�s-Eppes;608
02219;Coucy-la-Ville;211
02220;Coulonges-Cohan;429
02221;Coupru;183
02222;Courbes;32
02223;Courboin;302
02224;Courcelles-sur-Vesle;365
02225;Courchamps;97
02226;Courmelles;1 781
02227;Courmont;126
02228;Courtemont-Varennes;289
02229;Courtrizy-et-Fussigny;63
02230;Couvrelles;192
02231;Couvron-et-Aumencourt;904
02232;Coyolles;376
02233;Cramaille;130
02234;Craonne;77
02235;Craonnelle;111
02236;Cr�cy-au-Mont;321
02237;Cr�cy-sur-Serre;1 485
02238;Cr�py;1 951
02239;Cr�zancy;1 181
02240;Croix-Fonsomme;230
02241;La Croix-sur-Ourcq;119
02242;Crouttes-sur-Marne;636
02243;Crouy;2 829
02244;Crupilly;78
02245;Cuffies;1 796
02246;Cugny;597
02248;Cuirieux;161
02249;Cuiry-Housse;111
02250;Cuiry-l�s-Chaudardes;76
02251;Cuiry-l�s-Iviers;32
02252;Cuissy-et-Geny;59
02253;Cuisy-en-Almont;339
02254;Cutry;125
02255;Cys-la-Commune;148
02256;Dagny-Lambercy;134
02257;Dallon;423
02258;Dammard;401
02259;Dampleux;409
02260;Danizy;591
02261;Dercy;381
02262;Deuillet;228
02263;Dhuizel;115
02264;Dizy-le-Gros;771
02265;Dohis;101
02266;Dolignon;52
02267;Dommiers;290
02268;Domptin;665
02269;Dorengt;157
02270;Douchy;153
02271;Dravegny;149
02272;Droizy;70
02273;Dury;205
02274;�bouleau;211
02275;Effry;339
02276;Englancourt;136
02277;�pagny;333
02278;�parcy;41
02279;�paux-B�zu;576
02280;�pieds;389
02281;L' �pine-aux-Bois;263
02282;Eppes;414
02283;Erlon;290
02284;Erloy;88
02286;Esqu�h�ries;843
02287;Essigny-le-Grand;1 083
02288;Essigny-le-Petit;371
02289;Essises;434
02290;Ess�mes-sur-Marne;2 770
02291;Estr�es;416
02292;�tampes-sur-Marne;1 176
02293;�taves-et-Bocquiaux;586
02294;�touvelles;215
02295;�tr�aupont;927
02296;�treillers;1 199
02297;�tr�pilly;96
02298;�treux;1 481
02299;�vergnicourt;580
02301;Faucoucourt;298
02302;Faverolles;310
02303;Fayet;680
02304;La F�re;2 915
02305;F�re-en-Tardenois;3 183
02306;La Fert�-Chevresis;574
02307;La Fert�-Milon;2 192
02308;Fesmy-le-Sart;516
02309;Festieux;647
02310;Fieulaine;275
02311;Filain;133
02312;La Flamengrie;1 158
02313;Flavigny-le-Grand-et-Beaurain;477
02315;Flavy-le-Martel;1 642
02316;Fleury;133
02317;Fluqui�res;215
02318;Folembray;1 425
02319;Fonsomme;515
02320;Fontaine-l�s-Clercs;275
02321;Fontaine-l�s-Vervins;952
02322;Fontaine-Notre-Dame;405
02323;Fontaine-Uterte;127
02324;Fontenelle;272
02325;Fontenelle-en-Brie;229
02326;Fontenoy;491
02327;Foreste;177
02328;Fossoy;559
02329;Fourdrain;418
02330;Francilly-Selency;429
02331;Franqueville;129
02332;Fresnes-en-Tardenois;264
02333;Fresnes;158
02334;Fresnoy-le-Grand;3 011
02335;Fressancourt;204
02336;Fri�res-Faillou�l;1 006
02337;Froidestr�es;201
02338;Froidmont-Cohartille;256
02339;Gandelu;693
02340;Gauchy;5 351
02341;Gercy;287
02342;Gergny;141
02343;Germaine;73
02344;Gernicourt;47
02345;Gibercourt;45
02346;Gizy;676
02347;Gland;463
02348;Glennes;226
02349;Goudelancourt-l�s-Berrieux;52
02350;Goudelancourt-l�s-Pierrepont;156
02351;Goussancourt;121
02352;Gouy;585
02353;Grandlup-et-Fay;308
02354;Grandrieux;91
02355;Gricourt;959
02356;Grisolles;205
02357;Gronard;76
02358;Grougis;380
02359;Grugies;1 212
02360;Guignicourt;2 198
02361;Guise;5 109
02362;Guivry;260
02363;Guny;443
02364;Guyencourt;213
02366;Hannapes;304
02367;Happencourt;146
02368;Haramont;586
02369;Harcigny;248
02370;Hargicourt;576
02371;Harly;1 678
02372;Hartennes-et-Taux;383
02373;Hary;223
02374;Lehaucourt;917
02375;Hautevesnes;166
02376;Hauteville;166
02377;Haution;151
02378;La H�rie;152
02379;Le H�rie-la-Vi�ville;239
02380;Hinacourt;32
02381;Hirson;9 346
02382;Holnon;1 404
02383;Hombli�res;1 499
02384;Houry;50
02385;Housset;164
02386;Iron;235
02387;Itancourt;1 070
02388;Iviers;218
02389;Jaulgonne;654
02390;Jeancourt;275
02391;Jeantes;224
02392;Joncourt;314
02393;Jouaignes;148
02395;Jumencourt;155
02396;Jumigny;62
02397;Jussy;1 219
02398;Juvigny;288
02399;Juvincourt-et-Damary;570
02400;Laffaux;149
02401;Laigny;209
02402;Lanchy;47
02403;Landifay-et-Bertaignemont;282
02404;Landouzy-la-Cour;195
02405;Landouzy-la-Ville;582
02406;Landricourt;139
02407;Laniscourt;171
02408;Laon;25 219
02409;Lappion;299
02410;Largny-sur-Automne;256
02411;Latilly;211
02412;Launoy;102
02413;Laval-en-Laonnois;252
02414;Lavaqueresse;212
02415;Laversine;168
02416;Lem�;444
02417;Lempire;99
02418;Lerzy;211
02419;Leschelle;285
02420;Lesdins;835
02421;Lesges;81
02422;Lesquielles-Saint-Germain;817
02423;Leuilly-sous-Coucy;395
02424;Leury;106
02425;Leuze;168
02426;Levergies;567
02427;Lhuys;147
02428;Licy-Clignon;79
02429;Lierval;112
02430;Liesse-Notre-Dame;1 307
02431;Liez;422
02432;Lim�;186
02433;Lislet;239
02434;Lizy;268
02435;Logny-l�s-Aubenton;78
02438;Longpont;284
02439;Longueval-Barbonval;499
02440;Lor;149
02441;Lou�tre;205
02442;Loupeigne;89
02443;Lucy-le-Bocage;188
02444;Lugny;111
02445;Luzoir;294
02446;Ly-Fontaine;132
02447;Maast-et-Violaine;147
02448;M�checourt;113
02449;Macogny;78
02450;Macquigny;373
02451;Magny-la-Fosse;127
02452;Maissemy;245
02453;Maizy;439
02454;La Malmaison;417
02455;Malzy;187
02456;Manicamp;322
02457;Marchais;393
02458;Marchais-en-Brie;295
02459;Marcy;176
02460;Marcy-sous-Marle;211
02461;Marest-Dampcourt;349
02462;Mareuil-en-D�le;268
02463;Marfontaine;77
02464;Margival;369
02465;Marigny-en-Orxois;473
02466;Marizy-Sainte-Genevi�ve;130
02467;Marizy-Saint-Mard;53
02468;Marle;2 331
02469;Marly-Gomont;445
02470;Martigny;435
02471;Martigny-Courpierre;119
02472;Mauregny-en-Haye;443
02473;Mayot;199
02474;Mennessis;424
02475;Menneville;414
02476;Mennevret;634
02477;Mercin-et-Vaux;964
02478;Merlieux-et-Fouquerolles;280
02479;Merval;97
02480;Mesbrecourt-Richecourt;300
02481;Mesnil-Saint-Laurent;447
02482;Meurival;51
02483;M�zi�res-sur-Oise;534
02484;M�zy-Moulins;525
02485;Missy-aux-Bois;114
02486;Missy-l�s-Pierrepont;107
02487;Missy-sur-Aisne;662
02488;Molain;149
02489;Molinchart;327
02490;Monampteuil;133
02491;Monceau-le-Neuf-et-Faucouzy;332
02492;Monceau-l�s-Leups;468
02493;Monceau-le-Waast;218
02494;Monceau-sur-Oise;116
02495;Mondrepuis;1 005
02496;Monnes;119
02497;Mons-en-Laonnois;1 213
02498;Montaigu;751
02499;Montbavin;48
02500;Montbrehain;843
02501;Montch�lons;60
02502;Montcornet;1 478
02503;Mont-d'Origny;885
02504;Montescourt-Lizerolles;1 676
02505;Montfaucon;202
02506;Montgobert;202
02507;Montgru-Saint-Hilaire;35
02508;Monthenault;150
02509;Monthiers;151
02510;Monthurel;150
02511;Montigny-en-Arrouaise;309
02512;Montigny-l'Allier;272
02513;Montigny-le-Franc;152
02514;Montigny-Lengrain;694
02515;Montigny-l�s-Cond�;69
02516;Montigny-sous-Marle;62
02517;Montigny-sur-Cr�cy;333
02518;Montlevon;282
02519;Montlou�;176
02520;Mont-Notre-Dame;736
02521;Montreuil-aux-Lions;1 384
02522;Mont-Saint-Jean;77
02523;Mont-Saint-Martin;82
02524;Mont-Saint-P�re;709
02525;Morcourt;590
02526;Morgny-en-Thi�rache;97
02527;Morsain;422
02528;Mortefontaine;247
02529;Mortiers;201
02530;Moulins;86
02531;Moussy-Verneuil;125
02532;Mo�-de-l'Aisne;971
02533;Muret-et-Crouttes;130
02534;Muscourt;56
02535;Nampcelles-la-Cour;128
02536;Nampteuil-sous-Muret;93
02537;Nanteuil-la-Fosse;176
02538;Nanteuil-Notre-Dame;63
02539;Nauroy;725
02540;Nesles-la-Montagne;1 241
02541;Neufch�tel-sur-Aisne;408
02542;Neuflieux;97
02543;Neuilly-Saint-Front;2 152
02544;Neuve-Maison;589
02545;La Neuville-Bosmont;197
02546;La Neuville-en-Beine;199
02547;La Neuville-Housset;62
02548;La Neuville-l�s-Dorengt;399
02549;Neuville-Saint-Amand;872
02550;Neuville-sur-Ailette;99
02551;Neuville-sur-Margival;125
02552;Neuvillette;188
02553;Nizy-le-Comte;255
02554;Nogentel;1 011
02555;Nogent-l'Artaud;2 174
02556;Noircourt;83
02557;Noroy-sur-Ourcq;140
02558;Le Nouvion-en-Thi�rache;2 792
02559;Nouvion-et-Catillon;544
02560;Nouvion-le-Comte;269
02561;Nouvion-le-Vineux;157
02562;Nouvron-Vingr�;231
02563;Noyales;171
02564;Noyant-et-Aconin;502
02565;OEuilly;288
02566;Ognes;1 175
02567;Ohis;313
02568;Oigny-en-Valois;144
02569;Oisy;456
02570;Ollezy;177
02571;Omissy;720
02572;Orainville;516
02573;Orgeval;68
02574;Origny-en-Thi�rache;1 582
02575;Origny-Sainte-Benoite;1 712
02576;Osly-Courtil;308
02577;Ostel;79
02578;Oulches-la-Vall�e-Foulon;91
02579;Oulchy-la-Ville;123
02580;Oulchy-le-Ch�teau;830
02581;Paars;297
02582;Paissy;66
02583;Pancy-Courtecon;59
02584;Papleux;113
02585;Parcy-et-Tigny;247
02586;Parfondeval;144
02587;Parfondru;359
02588;Pargnan;71
02589;Pargny-Filain;247
02590;Pargny-la-Dhuys;180
02591;Pargny-les-Bois;129
02592;Parpeville;223
02593;Pasly;1 013
02594;Passy-en-Valois;159
