COM;NCC;POP
01084;Chanoz-Ch�tenay;804
01085;La Chapelle-du-Ch�telard;383
01087;Charix;285
01088;Charnoz-sur-Ain;932
01089;Ch�teau-Gaillard;2 053
01090;Ch�tenay;334
01091;Ch�tillon-en-Michaille;3 448
01092;Ch�tillon-la-Palud;1 566
01093;Ch�tillon-sur-Chalaronne;4 914
01094;Chavannes-sur-Reyssouze;748
01095;Nivigne et Suran;800
01096;Chaveyriat;1 003
01097;Chavornay;220
01098;Chazey-Bons;1 053
01099;Chazey-sur-Ain;1 516
01100;Cheignieu-la-Balme;139
01101;Chevillard;156
01102;Chevroux;964
01103;Chevry;1 525
01104;Ch�zery-Forens;460
01105;Civrieux;1 546
01106;Cize;171
01107;Cleyzieu;135
01108;Coligny;1 193
01109;Collonges;2 195
01110;Colomieu;130
01111;Conand;118
01112;Condamine;415
01113;Condeissiat;830
01114;Confort;591
01115;Confran�on;1 329
01116;Contrevoz;503
01117;Conzieu;146
01118;Corbonod;1 246
01121;Corlier;111
01122;Cormaranche-en-Bugey;803
01123;Cormoranche-sur-Sa�ne;1 103
01124;Cormoz;663
01125;Corveissiat;622
01127;Courmangoux;504
01128;Courtes;301
01129;Crans;267
01130;Cras-sur-Reyssouze;1 431
01133;Cressin-Rochefort;389
01134;Crottet;1 726
01135;Crozet;2 115
01136;Cruzilles-l�s-M�pillat;832
01138;Culoz;3 071
01139;Curciat-Dongalon;446
01140;Curtafond;771
01141;Cuzieu;425
01142;Dagneux;4 573
01143;Divonne-les-Bains;9 286
01144;Dommartin;886
01145;Dompierre-sur-Veyle;1 161
01146;Dompierre-sur-Chalaronne;429
01147;Domsure;480
01148;Dortan;1 845
01149;Douvres;1 058
01150;Drom;219
01151;Druillat;1 149
01152;�challon;762
01153;�chenevex;2 212
01154;�trez;820
01155;�vosges;144
01156;Faramans;797
01157;Fareins;2 192
01158;Farges;999
01159;Feillens;3 249
01160;Ferney-Voltaire;9 482
01162;Flaxieu;67
01163;Foissiat;2 052
01165;Francheleins;1 548
01166;Frans;2 265
01167;Garnerans;662
01169;Genouilleux;590
01170;B�ard-G�ovreissiat;1 026
01171;G�ovreisset;909
01173;Gex;11 687
01174;Giron;179
01175;Gorrevod;854
01177;Grand-Corent;177
01179;Gri�ges;1 891
01180;Grilly;792
01181;Groissiat;1 213
01183;Gu�reins;1 429
01184;Hautecourt-Roman�che;792
01185;Hauteville-Lompnes;3 739
01186;Hostiaz;87
01187;Haut Valromey;693
01188;Illiat;610
01189;Injoux-G�nissiat;1 144
01190;Innimond;106
01191;Izenave;168
01192;Izernore;2 275
01193;Izieu;239
01194;Jassans-Riottier;6 190
01195;Jasseron;1 735
01196;Jayat;1 145
01197;Journans;355
01198;Joyeux;278
01199;Jujurieux;2 191
01200;Labalme;214
01202;Lagnieu;7 022
01203;Laiz;1 202
01204;Le Poizat-Lalleyriat;703
01205;Lancrans;1 046
01206;Lantenay;267
01207;Lapeyrouse;332
01208;Lavours;129
01209;L�az;700
01210;L�lex;227
01211;Lent;1 427
01212;Lescheroux;721
01213;Leyment;1 267
01214;Leyssard;154
01215;Lh�pital;47
01216;Lhuis;887
01218;Lochieu;93
01219;Lompnas;167
01221;Lompnieu;113
01224;Loyettes;3 145
01225;Lurcy;387
01227;Magnieu;473
01228;Maillat;633
01229;Malafretaz;1 169
01230;Mantenay-Montlin;308
01231;Manziat;1 988
01232;Marboz;2 215
01233;Marchamp;130
01234;Marignieu;173
01235;Marlieux;1 070
01236;Marsonnas;989
01237;Martignat;1 600
01238;Massieux;2 516
01239;Massignieu-de-Rives;624
01240;Matafelon-Granges;647
01241;Meillonnas;1 316
01242;M�rignat;121
01243;Messimy-sur-Sa�ne;1 218
01244;Meximieux;7 655
01245;Bohas-Meyriat-Rignat;878
01246;M�z�riat;2 135
01247;Mijoux;336
01248;Mionnay;2 138
01249;Miribel;9 574
01250;Mis�rieux;1 908
01252;Mogneneins;773
01254;Montagnat;1 921
01255;Montagnieu;598
01257;Montanges;344
01258;Montceaux;1 197
01259;Montcet;667
01260;Le Montellier;287
01261;Monthieux;651
01262;Montluel;7 032
01263;Montmerle-sur-Sa�ne;3 794
01264;Montracol;1 021
01265;Montr�al-la-Cluse;3 409
01266;Montrevel-en-Bresse;2 439
01267;Nurieux-Volognat;1 028
01268;Murs-et-G�lignieux;256
01269;Nantua;3 525
01272;Neuville-les-Dames;1 500
01273;Neuville-sur-Ain;1 693
01274;Les Neyrolles;635
01275;Neyron;2 487
01276;Ni�vroz;1 535
01277;Nivollet-Montgriffon;118
01279;Oncieu;99
01280;Ordonnaz;152
01281;Ornex;4 390
01282;Outriaz;265
01283;Oyonnax;22 392
01284;Ozan;668
01285;Parcieux;1 171
01286;Parves et Nattages;938
01288;P�ron;2 537
01289;P�ronnas;6 241
01290;P�rouges;1 205
01291;Perrex;810
01293;Peyriat;171
01294;Peyrieu;850
01295;Peyzieux-sur-Sa�ne;651
01296;Pirajoux;393
01297;Pizay;794
01298;Plagne;124
01299;Le Plantay;541
01301;Polliat;2 496
01302;Pollieu;159
01303;Poncin;1 688
01304;Pont-d'Ain;2 867
01305;Pont-de-Vaux;2 296
01306;Pont-de-Veyle;1 592
01307;Port;851
01308;Pougny;817
01309;Pouillat;91
01310;Pr�meyzel;238
01311;Pr�millieu;47
01313;Pr�vessin-Mo�ns;7 860
01314;Priay;1 685
01317;Ramasse;312
01318;Ranc�;712
01319;Relevant;464
01320;Replonges;3 673
01321;Revonnas;938
01322;Reyrieux;4 544
01323;Reyssouze;970
01325;Rignieux-le-Franc;972
01328;Romans;597
01329;Rossillon;150
01330;Ruffieu;182
01331;Saint-Alban;175
01332;Saint-Andr�-de-B�g�;748
01333;Saint-Andr�-de-Corcy;3 129
01334;Saint-Andr�-d'Huiriat;579
01335;Saint-Andr�-le-Bouchoux;382
01336;Saint-Andr�-sur-Vieux-Jonc;1 128
01337;Saint-B�nigne;1 242
01338;Grosl�e-Saint-Benoit;1 193
01339;Saint-Bernard;1 436
01341;Saint-Champ;162
01342;Sainte-Croix;559
01343;Saint-Cyr-sur-Menthon;1 746
01344;Saint-Denis-l�s-Bourg;5 530
01345;Saint-Denis-en-Bugey;2 293
01346;Saint-Didier-d'Aussiat;886
01347;Saint-Didier-de-Formans;1 889
01348;Saint-Didier-sur-Chalaronne;2 787
01349;Saint-�loi;451
01350;Saint-�tienne-du-Bois;2 532
01351;Saint-�tienne-sur-Chalaronne;1 538
01352;Saint-�tienne-sur-Reyssouze;566
01353;Sainte-Euph�mie;1 647
01354;Saint-Genis-Pouilly;10 824
01355;Saint-Genis-sur-Menthon;473
01356;Saint-Georges-sur-Renon;224
01357;Saint-Germain-de-Joux;507
01358;Saint-Germain-les-Paroisses;426
01359;Saint-Germain-sur-Renon;233
01360;Saint-Jean-de-Gonville;1 653
01361;Saint-Jean-de-Niost;1 418
01362;Saint-Jean-de-Thurigneux;778
01363;Saint-Jean-le-Vieux;1 663
01364;Saint-Jean-sur-Reyssouze;731
01365;Saint-Jean-sur-Veyle;1 106
01366;Sainte-Julie;980
01367;Saint-Julien-sur-Reyssouze;714
01368;Saint-Julien-sur-Veyle;779
01369;Saint-Just;907
01370;Saint-Laurent-sur-Sa�ne;1 787
01371;Saint-Marcel;1 327
01372;Saint-Martin-de-Bavel;434
01373;Saint-Martin-du-Fr�ne;1 076
01374;Saint-Martin-du-Mont;1 784
01375;Saint-Martin-le-Ch�tel;802
01376;Saint-Maurice-de-Beynost;3 963
01378;Saint-Maurice-de-Gourdans;2 509
01379;Saint-Maurice-de-R�mens;754
01380;Saint-Nizier-le-Bouchoux;682
01381;Saint-Nizier-le-D�sert;912
01382;Sainte-Olive;287
01383;Saint-Paul-de-Varax;1 476
01384;Saint-Rambert-en-Bugey;2 311
01385;Saint-R�my;991
01386;Saint-Sorlin-en-Bugey;1 131
01387;Saint-Sulpice;234
01388;Saint-Trivier-de-Courtes;1 097
01389;Saint-Trivier-sur-Moignans;1 844
01390;Saint-Vulbas;1 194
01391;Salavre;285
01392;Samognat;660
01393;Sandrans;520
01396;Sault-Br�naz;985
01397;Sauverny;1 037
01398;Savigneux;1 301
01399;S�gny;1 969
01400;Seillonnaz;138
01401;Sergy;2 015
01402;Sermoyer;694
01403;Serri�res-de-Briord;1 278
01404;Serri�res-sur-Ain;128
01405;Servas;1 224
01406;Servignat;176
01407;Seyssel;990
01408;Simandre-sur-Suran;683
01410;Sonthonnax-la-Montagne;321
01411;Souclin;267
01412;Sulignat;568
01413;Surjoux;72
01414;Sutrieu;211
01415;Talissieu;443
01416;Tenay;1 053
01417;Th�zillieu;300
01418;Thil;1 057
01419;Thoiry;6 161
01420;Thoissey;1 712
01421;Torcieu;730
01422;Tossiat;1 370
01423;Toussieux;913
01424;Tramoyes;1 674
01425;La Trancli�re;292
01426;Val-Revermont;2 572
01427;Tr�voux;6 768
01428;Valeins;130
01429;Vandeins;683
01430;Varambon;535
01431;Vaux-en-Bugey;1 231
01432;Verjon;262
01433;Vernoux;321
01434;Versailleux;423
01435;Versonnex;2 183
01436;Vesancy;502
01437;Vescours;255
01439;V�sines;100
01441;Vieu-d'Izenave;691
01442;Vieu;379
01443;Villars-les-Dombes;4 460
01444;Villebois;1 167
01445;Villemotier;669
01446;Villeneuve;1 461
01447;Villereversure;1 262
01448;Villes;354
01449;Villette-sur-Ain;728
01450;Villieu-Loyes-Mollon;3 507
01451;Viriat;6 281
01452;Virieu-le-Grand;1 067
01453;Virieu-le-Petit;302
01454;Virignin;1 064
01456;Vongnes;71
01457;Vonnas;2 926
02001;Abb�court;497
02002;Achery;608
02003;Acy;1 011
02004;Agnicourt-et-S�chelles;182
02005;Aguilcourt;398
02006;Aisonville-et-Bernoville;254
02007;Aizelles;121
02008;Aizy-Jouy;294
02009;Alaincourt;549
02010;Allemant;172
02011;Ambleny;1 153
02012;Ambrief;70
02013;Amifontaine;413
02014;Amigny-Rouy;740
02015;Ancienville;77
02016;Andelain;225
02017;Anguilcourt-le-Sart;310
02018;Anizy-le-Ch�teau;1 956
02019;Annois;372
02020;Any-Martin-Rieux;457
02021;Archon;87
02022;Arcy-Sainte-Restitue;403
02023;Armenti�res-sur-Ourcq;106
02024;Arrancy;53
02025;Artemps;368
02027;Assis-sur-Serre;230
02028;Athies-sous-Laon;2 602
02029;Attilly;373
02030;Aubencheul-aux-Bois;285
02031;Aubenton;652
02032;Aubigny-aux-Kaisnes;246
02033;Aubigny-en-Laonnois;106
02034;Audignicourt;107
02035;Audigny;282
02036;Augy;88
02037;Aulnois-sous-Laon;1 440
02038;Les Autels;63
02039;Autremencourt;170
02040;Autreppes;179
02041;Autreville;816
02042;Azy-sur-Marne;396
02043;Bagneux;71
02044;Bancigny;26
02046;Barenton-Bugny;545
02047;Barenton-Cel;121
02048;Barenton-sur-Serre;126
02049;Barisis-aux-Bois;747
02050;Barzy-en-Thi�rache;322
02051;Barzy-sur-Marne;382
02052;Bassoles-Aulers;146
02053;Vall�es en Champagne;562
02054;Bazoches-sur-Vesles;465
02055;Beaum�;97
02056;Beaumont-en-Beine;172
02057;Beaurevoir;1 443
02058;Beaurieux;815
02059;Beautor;2 695
02060;Beauvois-en-Vermandois;283
02061;Becquigny;270
02062;Belleau;138
02063;Bellenglise;386
02064;Belleu;3 780
02065;Bellicourt;614
02066;Benay;208
02067;Bergues-sur-Sambre;211
02068;Berlancourt;111
02069;Berlise;118
02070;Bernot;443
02071;Berny-Rivi�re;644
02072;Berrieux;189
02073;Berry-au-Bac;634
02074;Bertaucourt-Epourdon;614
02075;Berthenicourt;206
02076;Bertricourt;173
02077;Berzy-le-Sec;396
02078;Besm�;153
02079;Besmont;160
02080;Besny-et-Loizy;360
02081;B�thancourt-en-Vaux;486
02082;Beugneux;109
02083;Beuvardes;729
02084;B�zu-le-Gu�ry;260
02085;B�zu-Saint-Germain;1 084
02086;Bichancourt;1 075
02087;Bieuxy;29
02088;Bi�vres;78
02089;Billy-sur-Aisne;1 170
02090;Billy-sur-Ourcq;215
02091;Blanzy-l�s-Fismes;111
02093;Bl�rancourt;1 250
02094;Blesmes;426
02095;Bohain-en-Vermandois;5 670
02096;Bois-l�s-Pargny;200
02097;Boncourt;260
02098;Bonneil;379
02099;Bonnesvalyn;241
02100;Bony;134
02101;Bosmont-sur-Serre;198
02102;Bouconville-Vauclair;192
02103;Bou�;1 303
02104;Bouffignereux;102
02105;Bouresches;201
02106;Bourg-et-Comin;832
02107;Bourguignon-sous-Coucy;99
02108;Bourguignon-sous-Montbavin;152
02109;La Bouteille;493
02110;Braine;2 249
02111;Brancourt-en-Laonnois;705
02112;Brancourt-le-Grand;585
02114;Brasles;1 439
02115;Braye-en-Laonnois;219
02116;Braye-en-Thi�rache;141
02117;Bray-Saint-Christophe;68
02118;Braye;119
02119;Br�cy;346
02120;Brenelle;197
02121;Breny;252
02122;Brie;53
02123;Brissay-Choigny;297
02124;Brissy-Ham�gicourt;654
02125;Brumetz;213
02126;Brunehamel;487
02127;Bruy�res-sur-F�re;182
02128;Bruy�res-et-Montb�rault;1 532
02129;Bruys;20
02130;Bucilly;184
02131;Bucy-le-Long;1 895
02132;Bucy-l�s-Cerny;216
02133;Bucy-l�s-Pierrepont;421
02134;Buire;873
02135;Buironfosse;1 163
02136;Burelles;129
02137;Bussiares;141
02138;Buzancy;188
02139;Caillou�l-Cr�pigny;435
02140;Camelin;455
02141;La Capelle;1 813
02142;Castres;243
02143;Le Catelet;196
02144;Caulaincourt;143
02145;Caumont;559
02146;Celles-l�s-Cond�;82
02148;Celles-sur-Aisne;261
02149;Cerizy;66
02150;Cerny-en-Laonnois;67
02151;Cerny-l�s-Bucy;114
02152;Cerseuil;91
02153;Cessi�res;451
02154;Chacrise;357
02155;Chaillevois;178
02156;Chalandry;247
02157;Chambry;831
02158;Chamouille;291
02159;Champs;282
02160;Chaourse;532
02162;La Chapelle-sur-Ch�zy;282
02163;Charly-sur-Marne;2 657
02164;Le Charmel;319
02165;Charmes;1 631
02166;Chart�ves;347
02167;Chassemy;871
02168;Ch�teau-Thierry;14 602
02169;Ch�tillon-l�s-Sons;86
02170;Ch�tillon-sur-Oise;128
02171;Chaudardes;85
02172;Chaudun;248
02173;Chauny;11 831
02174;Chavignon;815
02175;Chavigny;134
02176;Chavonne;204
02177;Ch�r�t;140
02178;Chermizy-Ailles;110
02179;Ch�ry-Chartreuve;388
02180;Ch�ry-l�s-Pouilly;702
02181;Ch�ry-l�s-Rozoy;90
02182;Chevennes;135
02183;Chevregny;192
02184;Chevresis-Monceau;364
02185;Ch�zy-en-Orxois;408
02186;Ch�zy-sur-Marne;1 335
02187;Chierry;1 081
02188;Chigny;147
02189;Chivres-en-Laonnois;374
02190;Chivres-Val;553
02191;Chivy-l�s-�touvelles;507
02192;Chouy;375
02193;Cierges;70
02194;Cilly;210
02195;Ciry-Salsogne;918
02196;Clacy-et-Thierret;322
02197;Clairfontaine;564
02198;Clamecy;224
02199;Clastres;646
02200;Clermont-les-Fermes;126
02201;C�uvres-et-Valsery;448
02203;Coincy;1 341
02204;Coingt;68
02205;Colligis-Crandelain;233
02206;Colonfay;81
02207;Commenchon;209
02208;Concevreux;283
02209;Cond�-en-Brie;667
02210;Cond�-sur-Aisne;368
02211;Cond�-sur-Suippe;258
02212;Condren;715
02213;Connigis;324
02214;Contescourt;62
02215;Corbeny;734
02216;Corcy;313
02217;Coucy-le-Ch�teau-Auffrique;1 036
02218;Coucy-l�s-Eppes;621
02219;Coucy-la-Ville;214
02220;Coulonges-Cohan;436
02221;Coupru;159
02222;Courbes;31
02223;Courboin;300
02224;Courcelles-sur-Vesle;361
02225;Courchamps;92
02226;Courmelles;1 799
02227;Courmont;137
02228;Courtemont-Varennes;311
02229;Courtrizy-et-Fussigny;66
02230;Couvrelles;188
02231;Couvron-et-Aumencourt;919
02232;Coyolles;349
02233;Cramaille;134
02234;Craonne;80
02235;Craonnelle;116
02236;Cr�cy-au-Mont;345
02237;Cr�cy-sur-Serre;1 494
02238;Cr�py;1 901
02239;Cr�zancy;1 221
02240;Croix-Fonsomme;249
02241;La Croix-sur-Ourcq;108
02242;Crouttes-sur-Marne;641
02243;Crouy;2 879
02244;Crupilly;70
02245;Cuffies;1 803
02246;Cugny;595
02248;Cuirieux;159
02249;Cuiry-Housse;107
02250;Cuiry-l�s-Chaudardes;73
02251;Cuiry-l�s-Iviers;28
02252;Cuissy-et-Geny;67
02253;Cuisy-en-Almont;349
02254;Cutry;125
02255;Cys-la-Commune;142
02256;Dagny-Lambercy;130
02257;Dallon;437
02258;Dammard;396
02259;Dampleux;402
02260;Danizy;609
02261;Dercy;389
02262;Deuillet;221
02263;Dhuizel;115
02264;Dizy-le-Gros;760
02265;Dohis;98
02266;Dolignon;51
02267;Dommiers;289
02268;Domptin;664
02269;Dorengt;155
02270;Douchy;159
02271;Dravegny;142
02272;Droizy;73
02273;Dury;214
02274;�bouleau;208
02275;Effry;333
02276;Englancourt;133
02277;�pagny;334
02278;�parcy;34
02279;�paux-B�zu;563
02280;�pieds;384
02281;L' �pine-aux-Bois;265
02282;Eppes;418
02283;Erlon;286
02284;Erloy;89
02286;Esqu�h�ries;852
02287;Essigny-le-Grand;1 056
02288;Essigny-le-Petit;351
02289;Essises;428
02290;Ess�mes-sur-Marne;2 784
02291;Estr�es;412
02292;�tampes-sur-Marne;1 259
02293;�taves-et-Bocquiaux;579
02294;�touvelles;213
02295;�tr�aupont;888
02296;�treillers;1 209
02297;�tr�pilly;107
02298;�treux;1 482
02299;�vergnicourt;578
02301;Faucoucourt;311
02302;Faverolles;308
02303;Fayet;675
02304;La F�re;2 854
02305;F�re-en-Tardenois;3 143
02306;La Fert�-Chevresis;562
02307;La Fert�-Milon;2 123
02308;Fesmy-le-Sart;497
02309;Festieux;667
02310;Fieulaine;270
02311;Filain;131
02312;La Flamengrie;1 166
02313;Flavigny-le-Grand-et-Beaurain;477
02315;Flavy-le-Martel;1 676
02316;Fleury;138
02317;Fluqui�res;220
02318;Folembray;1 405
02319;Fonsomme;486
02320;Fontaine-l�s-Clercs;268
02321;Fontaine-l�s-Vervins;932
02322;Fontaine-Notre-Dame;396
02323;Fontaine-Uterte;127
02324;Fontenelle;271
02326;Fontenoy;494
02327;Foreste;173
02328;Fossoy;548
02329;Fourdrain;420
02330;Francilly-Selency;418
02331;Franqueville;120
02332;Fresnes-en-Tardenois;267
02333;Fresnes;159
02334;Fresnoy-le-Grand;2 956
02335;Fressancourt;199
02336;Fri�res-Faillou�l;1 007
02337;Froidestr�es;188
02338;Froidmont-Cohartille;265
02339;Gandelu;689
02340;Gauchy;5 335
02341;Gercy;290
02342;Gergny;131
02343;Germaine;79
02345;Gibercourt;44
02346;Gizy;677
02347;Gland;454
02349;Goudelancourt-l�s-Berrieux;53
02350;Goudelancourt-l�s-Pierrepont;143
02351;Goussancourt;124
02352;Gouy;569
02353;Grandlup-et-Fay;307
02354;Grandrieux;92
02355;Gricourt;989
02356;Grisolles;236
02357;Gronard;76
02358;Grougis;366
02359;Grugies;1 313
02360;Guignicourt;2 193
02361;Guise;4 919
02362;Guivry;251
02363;Guny;419
02364;Guyencourt;238
02366;Hannapes;311
02367;Happencourt;139
02368;Haramont;583
02369;Harcigny;246
02370;Hargicourt;587
02371;Harly;1 650
02372;Hartennes-et-Taux;396
02373;Hary;223
02374;Lehaucourt;896
02375;Hautevesnes;170
02376;Hauteville;164
02377;Haution;150
02378;La H�rie;151
02379;Le H�rie-la-Vi�ville;233
02380;Hinacourt;28
02381;Hirson;9 158
02382;Holnon;1 413
02383;Hombli�res;1 481
02384;Houry;48
02385;Housset;155
02386;Iron;244
02387;Itancourt;1 037
02388;Iviers;223
02389;Jaulgonne;634
02390;Jeancourt;275
02391;Jeantes;211
02392;Joncourt;306
02393;Jouaignes;146
02395;Jumencourt;154
02396;Jumigny;63
02397;Jussy;1 232
02398;Juvigny;278
02399;Juvincourt-et-Damary;583
02400;Laffaux;149
02401;Laigny;201
02402;Lanchy;40
02403;Landifay-et-Bertaignemont;280
02404;Landouzy-la-Cour;188
02405;Landouzy-la-Ville;575
02406;Landricourt;140
02407;Laniscourt;174
02408;Laon;25 358
02409;Lappion;281
02410;Largny-sur-Automne;248
02411;Latilly;214
02412;Launoy;97
02413;Laval-en-Laonnois;250
02414;Lavaqueresse;207
02415;Laversine;163
02416;Lem�;439
02417;Lempire;92
02418;Lerzy;209
02419;Leschelle;276
02420;Lesdins;831
02421;Lesges;94
02422;Lesquielles-Saint-Germain;809
02423;Leuilly-sous-Coucy;402
02424;Leury;108
02425;Leuze;170
02426;Levergies;555
02427;Lhuys;146
02428;Licy-Clignon;75
02429;Lierval;113
02430;Liesse-Notre-Dame;1 297
02431;Liez;409
02432;Lim�;184
02433;Lislet;227
02434;Lizy;266
02435;Logny-l�s-Aubenton;75
02438;Longpont;271
02439;Les Septvallons;1 180
02440;Lor;149
02441;Lou�tre;208
02442;Loupeigne;91
02443;Lucy-le-Bocage;191
02444;Lugny;104
02445;Luzoir;289
02446;Ly-Fontaine;124
02447;Maast-et-Violaine;146
02448;M�checourt;119
02449;Macogny;76
02450;Macquigny;381
02451;Magny-la-Fosse;124
02452;Maissemy;245
02453;Maizy;423
02454;La Malmaison;416
02455;Malzy;197
02456;Manicamp;316
02457;Marchais;423
02458;Dhuys et Morin-en-Brie;832
02459;Marcy;183
02460;Marcy-sous-Marle;195
02461;Marest-Dampcourt;357
02462;Mareuil-en-D�le;252
02463;Marfontaine;82
02464;Margival;377
02465;Marigny-en-Orxois;478
02466;Marizy-Sainte-Genevi�ve;131
02467;Marizy-Saint-Mard;49
02468;Marle;2 281
02469;Marly-Gomont;457
02470;Martigny;428
02471;Martigny-Courpierre;119
02472;Mauregny-en-Haye;426
02473;Mayot;207
02474;Mennessis;431
02475;Menneville;449
02476;Mennevret;631
02477;Mercin-et-Vaux;968
02478;Merlieux-et-Fouquerolles;269
02480;Mesbrecourt-Richecourt;303
02481;Mesnil-Saint-Laurent;453
02482;Meurival;50
02483;M�zi�res-sur-Oise;520
02484;M�zy-Moulins;526
02485;Missy-aux-Bois;104
02486;Missy-l�s-Pierrepont;111
02487;Missy-sur-Aisne;648
02488;Molain;152
02489;Molinchart;327
02490;Monampteuil;131
02491;Monceau-le-Neuf-et-Faucouzy;321
02492;Monceau-l�s-Leups;475
02493;Monceau-le-Waast;212
02494;Monceau-sur-Oise;123
02495;Mondrepuis;1 022
02496;Monnes;109
02497;Mons-en-Laonnois;1 195
02498;Montaigu;754
02499;Montbavin;47
02500;Montbrehain;836
02501;Montch�lons;68
02502;Montcornet;1 384
02503;Mont-d'Origny;881
02504;Montescourt-Lizerolles;1 672
02505;Montfaucon;202
02506;Montgobert;195
02507;Montgru-Saint-Hilaire;34
02508;Monthenault;156
02509;Monthiers;158
02510;Monthurel;151
02511;Montigny-en-Arrouaise;301
02512;Montigny-l'Allier;277
02513;Montigny-le-Franc;149
02514;Montigny-Lengrain;688
02515;Montigny-l�s-Cond�;62
02516;Montigny-sous-Marle;58
02517;Montigny-sur-Cr�cy;341
02518;Montlevon;294
02519;Montlou�;187
02520;Mont-Notre-Dame;739
02521;Montreuil-aux-Lions;1 377
02522;Mont-Saint-Jean;67
02523;Mont-Saint-Martin;77
02524;Mont-Saint-P�re;700
02525;Morcourt;579
02526;Morgny-en-Thi�rache;87
02527;Morsain;422
02528;Mortefontaine;241
02529;Mortiers;192
02530;Moulins;77
02531;Moussy-Verneuil;124
02532;Mo�-de-l'Aisne;962
02533;Muret-et-Crouttes;128
02534;Muscourt;59
02535;Nampcelles-la-Cour;125
02536;Nampteuil-sous-Muret;96
02537;Nanteuil-la-Fosse;187
02538;Nanteuil-Notre-Dame;62
02539;Nauroy;721
02540;Nesles-la-Montagne;1 215
02541;Neufch�tel-sur-Aisne;420
02542;Neuflieux;96
02543;Neuilly-Saint-Front;2 130
02544;Neuve-Maison;601
02545;La Neuville-Bosmont;195
02546;La Neuville-en-Beine;206
02547;La Neuville-Housset;64
02548;La Neuville-l�s-Dorengt;388
02549;Neuville-Saint-Amand;850
02550;Neuville-sur-Ailette;102
02551;Neuville-sur-Margival;122
02552;Neuvillette;187
02553;Nizy-le-Comte;251
02554;Nogentel;1 007
02555;Nogent-l'Artaud;2 201
02556;Noircourt;83
02557;Noroy-sur-Ourcq;135
02558;Le Nouvion-en-Thi�rache;2 669
02559;Nouvion-et-Catillon;501
02560;Nouvion-le-Comte;253
02561;Nouvion-le-Vineux;162
02562;Nouvron-Vingr�;232
02563;Noyales;170
02564;Noyant-et-Aconin;504
02565;�uilly;289
02566;Ognes;1 150
02567;Ohis;315
02568;Oigny-en-Valois;151
02569;Oisy;467
02570;Ollezy;184
02571;Omissy;699
02572;Orainville;519
02573;Orgeval;65
02574;Origny-en-Thi�rache;1 503
02575;Origny-Sainte-Benoite;1 702
02576;Osly-Courtil;314
02577;Ostel;77
02578;Oulches-la-Vall�e-Foulon;93
02579;Oulchy-la-Ville;117
02580;Oulchy-le-Ch�teau;832
02581;Paars;303
02582;Paissy;68
02583;Pancy-Courtecon;60
02584;Papleux;123
02585;Parcy-et-Tigny;253
02586;Parfondeval;142
02587;Parfondru;356
02588;Pargnan;76
02589;Pargny-Filain;250
02590;Pargny-la-Dhuys;177
02591;Pargny-les-Bois;126
02592;Parpeville;195
02593;Pasly;1 007
02594;Passy-en-Valois;156
02595;Passy-sur-Marne;132
02596;Pavant;792
02598;Pernant;666
02599;Pierremande;278
02600;Pierrepont;401
02601;Pignicourt;196
02602;Pinon;1 767
02604;Pithon;79
02605;Pleine-Selve;163
02606;Le Plessier-Huleu;73
02607;Ploisy;78
02608;Plomion;445
02609;Ployart-et-Vaurseine;21
02610;Pommiers;607
02612;Pont-Arcy;129
